seed	experiment	feature_set	domain	class	precision	recall	f1	support
90	binary_domain	readability	euro_court_cases	human	0.9519230769230769	0.9565217391304348	0.9542168674698795	414.0
90	binary_domain	readability	euro_court_cases	llm	0.9563106796116505	0.9516908212560387	0.9539951573849879	414.0
91	binary_domain	readability	euro_court_cases	human	0.9482352941176471	0.9734299516908212	0.9606674612634089	414.0
91	binary_domain	readability	euro_court_cases	llm	0.9727047146401985	0.9468599033816425	0.9596083231334149	414.0
92	binary_domain	readability	euro_court_cases	human	0.961352657004831	0.961352657004831	0.961352657004831	414.0
92	binary_domain	readability	euro_court_cases	llm	0.961352657004831	0.961352657004831	0.961352657004831	414.0
93	binary_domain	readability	euro_court_cases	human	0.9549763033175356	0.9734299516908212	0.9641148325358851	414.0
93	binary_domain	readability	euro_court_cases	llm	0.9729064039408867	0.9541062801932367	0.9634146341463414	414.0
94	binary_domain	readability	euro_court_cases	human	0.9591346153846154	0.9637681159420289	0.9614457831325302	414.0
94	binary_domain	readability	euro_court_cases	llm	0.9635922330097088	0.9589371980676329	0.9612590799031477	414.0
95	binary_domain	readability	euro_court_cases	human	0.9620853080568721	0.9806763285024155	0.9712918660287081	414.0
95	binary_domain	readability	euro_court_cases	llm	0.9802955665024631	0.961352657004831	0.9707317073170731	414.0
96	binary_domain	readability	euro_court_cases	human	0.9686746987951808	0.9710144927536232	0.9698431845597105	414.0
96	binary_domain	readability	euro_court_cases	llm	0.9709443099273608	0.9685990338164251	0.969770253929867	414.0
97	binary_domain	readability	euro_court_cases	human	0.9619952494061758	0.9782608695652174	0.9700598802395209	414.0
97	binary_domain	readability	euro_court_cases	llm	0.9778869778869779	0.961352657004831	0.9695493300852619	414.0
98	binary_domain	readability	euro_court_cases	human	0.9595238095238096	0.9734299516908212	0.9664268585131894	414.0
98	binary_domain	readability	euro_court_cases	llm	0.9730392156862745	0.9589371980676329	0.9659367396593674	414.0
99	binary_domain	readability	euro_court_cases	human	0.9643705463182898	0.9806763285024155	0.9724550898203593	414.0
99	binary_domain	readability	euro_court_cases	llm	0.9803439803439803	0.9637681159420289	0.9719853836784409	414.0
0	binary_domain	readability	house_of_commons	human	0.9249592169657422	0.9279869067103109	0.9264705882352942	611.0
0	binary_domain	readability	house_of_commons	llm	0.9277504105090312	0.9247135842880524	0.9262295081967213	611.0
1	binary_domain	readability	house_of_commons	human	0.9189627228525121	0.9279869067103109	0.9234527687296417	611.0
1	binary_domain	readability	house_of_commons	llm	0.9272727272727272	0.9181669394435352	0.9226973684210527	611.0
2	binary_domain	readability	house_of_commons	human	0.9174603174603174	0.9459901800327333	0.9315068493150684	611.0
2	binary_domain	readability	house_of_commons	llm	0.9442567567567568	0.9148936170212766	0.9293433083956775	611.0
3	binary_domain	readability	house_of_commons	human	0.9201277955271565	0.9427168576104746	0.931285367825384	611.0
3	binary_domain	readability	house_of_commons	llm	0.9412751677852349	0.9181669394435352	0.9295774647887324	611.0
4	binary_domain	readability	house_of_commons	human	0.9227053140096618	0.9378068739770867	0.9301948051948052	611.0
4	binary_domain	readability	house_of_commons	llm	0.9367720465890182	0.9214402618657938	0.929042904290429	611.0
5	binary_domain	readability	house_of_commons	human	0.9166666666666666	0.9361702127659575	0.9263157894736842	611.0
5	binary_domain	readability	house_of_commons	llm	0.9347826086956522	0.9148936170212766	0.9247311827956989	611.0
6	binary_domain	readability	house_of_commons	human	0.9216	0.9427168576104746	0.9320388349514563	611.0
6	binary_domain	readability	house_of_commons	llm	0.9413735343383585	0.9198036006546645	0.9304635761589404	611.0
7	binary_domain	readability	house_of_commons	human	0.9239482200647249	0.9345335515548282	0.9292107404393816	611.0
7	binary_domain	readability	house_of_commons	llm	0.9337748344370861	0.9230769230769231	0.928395061728395	611.0
8	binary_domain	readability	house_of_commons	human	0.9105691056910569	0.9165302782324058	0.9135399673735726	611.0
8	binary_domain	readability	house_of_commons	llm	0.9159802306425041	0.9099836333878887	0.9129720853858785	611.0
9	binary_domain	readability	house_of_commons	human	0.9136	0.9345335515548282	0.9239482200647249	611.0
9	binary_domain	readability	house_of_commons	llm	0.932998324958124	0.911620294599018	0.9221854304635762	611.0
10	binary_domain	readability	house_of_commons	human	0.9270664505672609	0.9361702127659575	0.9315960912052117	611.0
10	binary_domain	readability	house_of_commons	llm	0.9355371900826446	0.9263502454991817	0.930921052631579	611.0
11	binary_domain	readability	house_of_commons	human	0.9242174629324547	0.9181669394435352	0.9211822660098522	611.0
11	binary_domain	readability	house_of_commons	llm	0.9186991869918699	0.9247135842880524	0.9216965742251223	611.0
12	binary_domain	readability	house_of_commons	human	0.9189627228525121	0.9279869067103109	0.9234527687296417	611.0
12	binary_domain	readability	house_of_commons	llm	0.9272727272727272	0.9181669394435352	0.9226973684210527	611.0
13	binary_domain	readability	house_of_commons	human	0.9170731707317074	0.9230769230769231	0.9200652528548124	611.0
13	binary_domain	readability	house_of_commons	llm	0.9225700164744646	0.9165302782324058	0.9195402298850575	611.0
14	binary_domain	readability	house_of_commons	human	0.925686591276252	0.9378068739770867	0.9317073170731708	611.0
14	binary_domain	readability	house_of_commons	llm	0.9369817578772802	0.9247135842880524	0.9308072487644151	611.0
15	binary_domain	readability	house_of_commons	human	0.9035769828926905	0.9509001636661211	0.9266347687400319	611.0
15	binary_domain	readability	house_of_commons	llm	0.9481865284974094	0.8985270049099836	0.9226890756302522	611.0
16	binary_domain	readability	house_of_commons	human	0.930921052631579	0.9263502454991817	0.9286300246103364	611.0
16	binary_domain	readability	house_of_commons	llm	0.9267100977198697	0.9312602291325696	0.9289795918367347	611.0
17	binary_domain	readability	house_of_commons	human	0.9224422442244224	0.9148936170212766	0.9186524239934265	611.0
17	binary_domain	readability	house_of_commons	llm	0.9155844155844156	0.9230769230769231	0.9193154034229829	611.0
18	binary_domain	readability	house_of_commons	human	0.8980891719745223	0.9230769230769231	0.910411622276029	611.0
18	binary_domain	readability	house_of_commons	llm	0.9208754208754208	0.8952536824877251	0.9078838174273859	611.0
19	binary_domain	readability	house_of_commons	human	0.9208400646203554	0.9328968903436988	0.926829268292683	611.0
19	binary_domain	readability	house_of_commons	llm	0.9320066334991708	0.9198036006546645	0.9258649093904449	611.0
20	binary_domain	readability	house_of_commons	human	0.9200652528548124	0.9230769230769231	0.9215686274509803	611.0
20	binary_domain	readability	house_of_commons	llm	0.922824302134647	0.9198036006546645	0.921311475409836	611.0
21	binary_domain	readability	house_of_commons	human	0.9142857142857143	0.9427168576104746	0.9282836422240129	611.0
21	binary_domain	readability	house_of_commons	llm	0.9408783783783784	0.911620294599018	0.9260182876142976	611.0
22	binary_domain	readability	house_of_commons	human	0.9375	0.9328968903436988	0.9351927809680065	611.0
22	binary_domain	readability	house_of_commons	llm	0.9332247557003257	0.9378068739770867	0.9355102040816327	611.0
23	binary_domain	readability	house_of_commons	human	0.9157212317666127	0.9247135842880524	0.9201954397394136	611.0
23	binary_domain	readability	house_of_commons	llm	0.9239669421487603	0.9148936170212766	0.9194078947368421	611.0
24	binary_domain	readability	house_of_commons	human	0.9095394736842105	0.9050736497545008	0.9073010664479081	611.0
24	binary_domain	readability	house_of_commons	llm	0.9055374592833876	0.9099836333878887	0.9077551020408163	611.0
25	binary_domain	readability	house_of_commons	human	0.9066022544283414	0.9214402618657938	0.913961038961039	611.0
25	binary_domain	readability	house_of_commons	llm	0.9201331114808652	0.9050736497545008	0.9125412541254125	611.0
26	binary_domain	readability	house_of_commons	human	0.910377358490566	0.9476268412438625	0.9286287089013633	611.0
26	binary_domain	readability	house_of_commons	llm	0.9453924914675768	0.9067103109656302	0.9256474519632414	611.0
27	binary_domain	readability	house_of_commons	human	0.921311475409836	0.9198036006546645	0.9205569205569205	611.0
27	binary_domain	readability	house_of_commons	llm	0.9199346405228758	0.9214402618657938	0.9206868356500408	611.0
28	binary_domain	readability	house_of_commons	human	0.9077669902912622	0.9181669394435352	0.9129373474369405	611.0
28	binary_domain	readability	house_of_commons	llm	0.9172185430463576	0.9067103109656302	0.9119341563786009	611.0
29	binary_domain	readability	house_of_commons	human	0.9237147595356551	0.911620294599018	0.9176276771004942	611.0
29	binary_domain	readability	house_of_commons	llm	0.9127625201938611	0.9247135842880524	0.9186991869918699	611.0
30	binary_domain	readability	house_of_commons	human	0.9120521172638436	0.9165302782324058	0.9142857142857143	611.0
30	binary_domain	readability	house_of_commons	llm	0.9161184210526315	0.911620294599018	0.9138638228055783	611.0
31	binary_domain	readability	house_of_commons	human	0.9295081967213115	0.9279869067103109	0.9287469287469288	611.0
31	binary_domain	readability	house_of_commons	llm	0.9281045751633987	0.9296235679214403	0.92886345053148	611.0
32	binary_domain	readability	house_of_commons	human	0.9025157232704403	0.939443535188216	0.9206094627105053	611.0
32	binary_domain	readability	house_of_commons	llm	0.9368600682593856	0.8985270049099836	0.9172932330827067	611.0
33	binary_domain	readability	house_of_commons	human	0.9177631578947368	0.9132569558101473	0.9155045118949959	611.0
33	binary_domain	readability	house_of_commons	llm	0.9136807817589576	0.9181669394435352	0.9159183673469388	611.0
34	binary_domain	readability	house_of_commons	human	0.9203252032520325	0.9263502454991817	0.9233278955954323	611.0
34	binary_domain	readability	house_of_commons	llm	0.9258649093904449	0.9198036006546645	0.922824302134647	611.0
35	binary_domain	readability	house_of_commons	human	0.9388429752066115	0.9296235679214403	0.9342105263157895	611.0
35	binary_domain	readability	house_of_commons	llm	0.9303079416531604	0.939443535188216	0.9348534201954397	611.0
36	binary_domain	readability	house_of_commons	human	0.9303482587064676	0.9181669394435352	0.9242174629324547	611.0
36	binary_domain	readability	house_of_commons	llm	0.9192245557350566	0.9312602291325696	0.9252032520325203	611.0
37	binary_domain	readability	house_of_commons	human	0.9098228663446055	0.9247135842880524	0.9172077922077922	611.0
37	binary_domain	readability	house_of_commons	llm	0.9234608985024958	0.9083469721767594	0.9158415841584159	611.0
38	binary_domain	readability	house_of_commons	human	0.9112903225806451	0.9247135842880524	0.9179528838342811	611.0
38	binary_domain	readability	house_of_commons	llm	0.9235880398671097	0.9099836333878887	0.9167353668590272	611.0
39	binary_domain	readability	house_of_commons	human	0.9108589951377634	0.9198036006546645	0.9153094462540716	611.0
39	binary_domain	readability	house_of_commons	llm	0.9190082644628099	0.9099836333878887	0.9144736842105263	611.0
40	binary_domain	readability	house_of_commons	human	0.9219269102990033	0.9083469721767594	0.9150865622423743	611.0
40	binary_domain	readability	house_of_commons	llm	0.9096774193548387	0.9230769230769231	0.9163281884646629	611.0
41	binary_domain	readability	house_of_commons	human	0.9194847020933977	0.9345335515548282	0.926948051948052	611.0
41	binary_domain	readability	house_of_commons	llm	0.9334442595673876	0.9181669394435352	0.9257425742574258	611.0
42	binary_domain	readability	house_of_commons	human	0.9186602870813397	0.9427168576104746	0.9305331179321487	611.0
42	binary_domain	readability	house_of_commons	llm	0.9411764705882353	0.9165302782324058	0.9286898839137645	611.0
43	binary_domain	readability	house_of_commons	human	0.9124203821656051	0.9378068739770867	0.9249394673123487	611.0
43	binary_domain	readability	house_of_commons	llm	0.936026936026936	0.9099836333878887	0.9228215767634855	611.0
44	binary_domain	readability	house_of_commons	human	0.9213483146067416	0.939443535188216	0.9303079416531604	611.0
44	binary_domain	readability	house_of_commons	llm	0.9382303839732888	0.9198036006546645	0.9289256198347108	611.0
45	binary_domain	readability	house_of_commons	human	0.9238249594813615	0.9328968903436988	0.9283387622149837	611.0
45	binary_domain	readability	house_of_commons	llm	0.9322314049586777	0.9230769230769231	0.9276315789473685	611.0
46	binary_domain	readability	house_of_commons	human	0.9255663430420712	0.9361702127659575	0.9308380797396257	611.0
46	binary_domain	readability	house_of_commons	llm	0.9354304635761589	0.9247135842880524	0.9300411522633745	611.0
47	binary_domain	readability	house_of_commons	human	0.9204545454545454	0.9279869067103109	0.9242053789731052	611.0
47	binary_domain	readability	house_of_commons	llm	0.9273927392739274	0.9198036006546645	0.923582580115037	611.0
48	binary_domain	readability	house_of_commons	human	0.9089456869009584	0.9312602291325696	0.919967663702506	611.0
48	binary_domain	readability	house_of_commons	llm	0.9295302013422819	0.9067103109656302	0.9179784589892295	611.0
49	binary_domain	readability	house_of_commons	human	0.9308681672025724	0.9476268412438625	0.9391727493917275	611.0
49	binary_domain	readability	house_of_commons	llm	0.9466666666666667	0.9296235679214403	0.9380677126341866	611.0
50	binary_domain	readability	house_of_commons	human	0.9092356687898089	0.9345335515548282	0.9217110573042776	611.0
50	binary_domain	readability	house_of_commons	llm	0.9326599326599326	0.9067103109656302	0.9195020746887966	611.0
51	binary_domain	readability	house_of_commons	human	0.9182692307692307	0.9378068739770867	0.9279352226720647	611.0
51	binary_domain	readability	house_of_commons	llm	0.9364548494983278	0.9165302782324058	0.9263854425144747	611.0
52	binary_domain	readability	house_of_commons	human	0.9239482200647249	0.9345335515548282	0.9292107404393816	611.0
52	binary_domain	readability	house_of_commons	llm	0.9337748344370861	0.9230769230769231	0.928395061728395	611.0
53	binary_domain	readability	house_of_commons	human	0.9023622047244094	0.9378068739770867	0.9197431781701445	611.0
53	binary_domain	readability	house_of_commons	llm	0.9352640545144804	0.8985270049099836	0.9165275459098498	611.0
54	binary_domain	readability	house_of_commons	human	0.9297124600638977	0.9525368248772504	0.9409862570735651	611.0
54	binary_domain	readability	house_of_commons	llm	0.9513422818791947	0.9279869067103109	0.9395194697597349	611.0
55	binary_domain	readability	house_of_commons	human	0.9072	0.9279869067103109	0.9174757281553398	611.0
55	binary_domain	readability	house_of_commons	llm	0.9262981574539364	0.9050736497545008	0.9155629139072847	611.0
56	binary_domain	readability	house_of_commons	human	0.9228295819935691	0.939443535188216	0.9310624493106245	611.0
56	binary_domain	readability	house_of_commons	llm	0.9383333333333334	0.9214402618657938	0.9298100743187449	611.0
57	binary_domain	readability	house_of_commons	human	0.9278688524590164	0.9263502454991817	0.9271089271089271	611.0
57	binary_domain	readability	house_of_commons	llm	0.9264705882352942	0.9279869067103109	0.9272281275551921	611.0
58	binary_domain	readability	house_of_commons	human	0.9225806451612903	0.9361702127659575	0.9293257514216084	611.0
58	binary_domain	readability	house_of_commons	llm	0.9352159468438538	0.9214402618657938	0.9282769991755977	611.0
59	binary_domain	readability	house_of_commons	human	0.9388429752066115	0.9296235679214403	0.9342105263157895	611.0
59	binary_domain	readability	house_of_commons	llm	0.9303079416531604	0.939443535188216	0.9348534201954397	611.0
60	binary_domain	readability	house_of_commons	human	0.909952606635071	0.9427168576104746	0.9260450160771704	611.0
60	binary_domain	readability	house_of_commons	llm	0.9405772495755518	0.9067103109656302	0.9233333333333333	611.0
61	binary_domain	readability	house_of_commons	human	0.9138755980861244	0.9378068739770867	0.925686591276252	611.0
61	binary_domain	readability	house_of_commons	llm	0.9361344537815126	0.911620294599018	0.9237147595356551	611.0
62	binary_domain	readability	house_of_commons	human	0.9270315091210614	0.9148936170212766	0.9209225700164745	611.0
62	binary_domain	readability	house_of_commons	llm	0.9159935379644588	0.9279869067103109	0.9219512195121952	611.0
63	binary_domain	readability	house_of_commons	human	0.9151712887438825	0.9181669394435352	0.9166666666666666	611.0
63	binary_domain	readability	house_of_commons	llm	0.9178981937602627	0.9148936170212766	0.9163934426229509	611.0
64	binary_domain	readability	house_of_commons	human	0.9421487603305785	0.9328968903436988	0.9375	611.0
64	binary_domain	readability	house_of_commons	llm	0.93354943273906	0.9427168576104746	0.9381107491856677	611.0
65	binary_domain	readability	house_of_commons	human	0.9012539184952978	0.9410801963993454	0.9207365892714171	611.0
65	binary_domain	readability	house_of_commons	llm	0.9383561643835616	0.8968903436988543	0.9171548117154812	611.0
66	binary_domain	readability	house_of_commons	human	0.9127625201938611	0.9247135842880524	0.9186991869918699	611.0
66	binary_domain	readability	house_of_commons	llm	0.9237147595356551	0.911620294599018	0.9176276771004942	611.0
67	binary_domain	readability	house_of_commons	human	0.9015873015873016	0.9296235679214403	0.9153908138597905	611.0
67	binary_domain	readability	house_of_commons	llm	0.9273648648648649	0.8985270049099836	0.912718204488778	611.0
68	binary_domain	readability	house_of_commons	human	0.9182692307692307	0.9378068739770867	0.9279352226720647	611.0
68	binary_domain	readability	house_of_commons	llm	0.9364548494983278	0.9165302782324058	0.9263854425144747	611.0
69	binary_domain	readability	house_of_commons	human	0.9333333333333333	0.939443535188216	0.9363784665579119	611.0
69	binary_domain	readability	house_of_commons	llm	0.9390444810543658	0.9328968903436988	0.9359605911330049	611.0
70	binary_domain	readability	house_of_commons	human	0.9077901430842608	0.9345335515548282	0.9209677419354839	611.0
70	binary_domain	readability	house_of_commons	llm	0.9325463743676222	0.9050736497545008	0.9186046511627907	611.0
71	binary_domain	readability	house_of_commons	human	0.9138755980861244	0.9378068739770867	0.925686591276252	611.0
71	binary_domain	readability	house_of_commons	llm	0.9361344537815126	0.911620294599018	0.9237147595356551	611.0
72	binary_domain	readability	house_of_commons	human	0.9343185550082101	0.9312602291325696	0.9327868852459016	611.0
72	binary_domain	readability	house_of_commons	llm	0.9314845024469821	0.9345335515548282	0.9330065359477124	611.0
73	binary_domain	readability	house_of_commons	human	0.9104	0.9312602291325696	0.9207119741100324	611.0
73	binary_domain	readability	house_of_commons	llm	0.9296482412060302	0.9083469721767594	0.9188741721854304	611.0
74	binary_domain	readability	house_of_commons	human	0.9169329073482428	0.939443535188216	0.9280517380759903	611.0
74	binary_domain	readability	house_of_commons	llm	0.9379194630872483	0.9148936170212766	0.9262634631317316	611.0
75	binary_domain	readability	house_of_commons	human	0.9140127388535032	0.939443535188216	0.9265536723163842	611.0
75	binary_domain	readability	house_of_commons	llm	0.9377104377104377	0.911620294599018	0.9244813278008299	611.0
76	binary_domain	readability	house_of_commons	human	0.9237012987012987	0.9312602291325696	0.9274653626731867	611.0
76	binary_domain	readability	house_of_commons	llm	0.9306930693069307	0.9230769230769231	0.9268693508627773	611.0
77	binary_domain	readability	house_of_commons	human	0.9184339314845025	0.9214402618657938	0.9199346405228758	611.0
77	binary_domain	readability	house_of_commons	llm	0.9211822660098522	0.9181669394435352	0.919672131147541	611.0
78	binary_domain	readability	house_of_commons	human	0.9090909090909091	0.9492635024549918	0.9287429943955164	611.0
78	binary_domain	readability	house_of_commons	llm	0.946917808219178	0.9050736497545008	0.9255230125523013	611.0
79	binary_domain	readability	house_of_commons	human	0.9170653907496013	0.9410801963993454	0.9289176090468497	611.0
79	binary_domain	readability	house_of_commons	llm	0.9394957983193277	0.9148936170212766	0.9270315091210614	611.0
80	binary_domain	readability	house_of_commons	human	0.9131832797427653	0.9296235679214403	0.9213300892133008	611.0
80	binary_domain	readability	house_of_commons	llm	0.9283333333333333	0.911620294599018	0.9199009083402147	611.0
81	binary_domain	readability	house_of_commons	human	0.9141494435612083	0.9410801963993454	0.9274193548387096	611.0
81	binary_domain	readability	house_of_commons	llm	0.93929173693086	0.911620294599018	0.925249169435216	611.0
82	binary_domain	readability	house_of_commons	human	0.9277504105090312	0.9247135842880524	0.9262295081967213	611.0
82	binary_domain	readability	house_of_commons	llm	0.9249592169657422	0.9279869067103109	0.9264705882352942	611.0
83	binary_domain	readability	house_of_commons	human	0.9236883942766295	0.9509001636661211	0.9370967741935484	611.0
83	binary_domain	readability	house_of_commons	llm	0.9494097807757167	0.9214402618657938	0.9352159468438538	611.0
84	binary_domain	readability	house_of_commons	human	0.9060509554140127	0.9312602291325696	0.9184826472962067	611.0
84	binary_domain	readability	house_of_commons	llm	0.9292929292929293	0.9034369885433715	0.9161825726141078	611.0
85	binary_domain	readability	house_of_commons	human	0.9063492063492063	0.9345335515548282	0.9202256244963739	611.0
85	binary_domain	readability	house_of_commons	llm	0.9324324324324325	0.9034369885433715	0.9177057356608479	611.0
86	binary_domain	readability	house_of_commons	human	0.9238095238095239	0.9525368248772504	0.9379532634971797	611.0
86	binary_domain	readability	house_of_commons	llm	0.9510135135135135	0.9214402618657938	0.9359933499584372	611.0
87	binary_domain	readability	house_of_commons	human	0.9173290937996821	0.9443535188216039	0.9306451612903226	611.0
87	binary_domain	readability	house_of_commons	llm	0.9426644182124789	0.9148936170212766	0.9285714285714286	611.0
88	binary_domain	readability	house_of_commons	human	0.9229534510433387	0.9410801963993454	0.9319286871961102	611.0
88	binary_domain	readability	house_of_commons	llm	0.9398998330550918	0.9214402618657938	0.9305785123966942	611.0
89	binary_domain	readability	house_of_commons	human	0.9118589743589743	0.9312602291325696	0.9214574898785425	611.0
89	binary_domain	readability	house_of_commons	llm	0.9297658862876255	0.9099836333878887	0.9197684036393714	611.0
90	binary_domain	readability	house_of_commons	human	0.9298531810766721	0.9328968903436988	0.9313725490196079	611.0
90	binary_domain	readability	house_of_commons	llm	0.9326765188834154	0.9296235679214403	0.9311475409836065	611.0
91	binary_domain	readability	house_of_commons	human	0.9341021416803954	0.9279869067103109	0.9310344827586207	611.0
91	binary_domain	readability	house_of_commons	llm	0.9284552845528455	0.9345335515548282	0.9314845024469821	611.0
92	binary_domain	readability	house_of_commons	human	0.9092382495948136	0.9181669394435352	0.9136807817589576	611.0
92	binary_domain	readability	house_of_commons	llm	0.9173553719008265	0.9083469721767594	0.912828947368421	611.0
93	binary_domain	readability	house_of_commons	human	0.9202551834130781	0.9443535188216039	0.9321486268174475	611.0
93	binary_domain	readability	house_of_commons	llm	0.9428571428571428	0.9181669394435352	0.9303482587064676	611.0
94	binary_domain	readability	house_of_commons	human	0.9267100977198697	0.9312602291325696	0.9289795918367347	611.0
94	binary_domain	readability	house_of_commons	llm	0.930921052631579	0.9263502454991817	0.9286300246103364	611.0
95	binary_domain	readability	house_of_commons	human	0.9066455696202531	0.9378068739770867	0.9219629927594529	611.0
95	binary_domain	readability	house_of_commons	llm	0.9355932203389831	0.9034369885433715	0.9192339716902581	611.0
96	binary_domain	readability	house_of_commons	human	0.9260450160771704	0.9427168576104746	0.9343065693430657	611.0
96	binary_domain	readability	house_of_commons	llm	0.9416666666666667	0.9247135842880524	0.9331131296449215	611.0
97	binary_domain	readability	house_of_commons	human	0.9320066334991708	0.9198036006546645	0.9258649093904449	611.0
97	binary_domain	readability	house_of_commons	llm	0.9208400646203554	0.9328968903436988	0.926829268292683	611.0
98	binary_domain	readability	house_of_commons	human	0.9430485762144054	0.9214402618657938	0.9321192052980133	611.0
98	binary_domain	readability	house_of_commons	llm	0.9232	0.9443535188216039	0.9336569579288025	611.0
99	binary_domain	readability	house_of_commons	human	0.9229508196721311	0.9214402618657938	0.9221949221949222	611.0
99	binary_domain	readability	house_of_commons	llm	0.9215686274509803	0.9230769230769231	0.9223221586263287	611.0
0	binary_domain	readability	student_essays	human	0.8958147818343722	0.8320926385442514	0.8627787307032591	2418.0
0	binary_domain	readability	student_essays	llm	0.8432432432432433	0.9032258064516129	0.8722044728434505	2418.0
1	binary_domain	readability	student_essays	human	0.8866867729426972	0.8511166253101737	0.8685376661742984	2418.0
1	binary_domain	readability	student_essays	llm	0.856858846918489	0.891232423490488	0.8737076829515508	2418.0
2	binary_domain	readability	student_essays	human	0.8864421416234888	0.8490488006617039	0.8673426277989016	2418.0
2	binary_domain	readability	student_essays	llm	0.8551587301587301	0.891232423490488	0.8728230052652896	2418.0
3	binary_domain	readability	student_essays	human	0.888641425389755	0.825062034739454	0.8556723139609693	2418.0
3	binary_domain	readability	student_essays	llm	0.8367425704361251	0.8966087675765095	0.8656418446795767	2418.0
4	binary_domain	readability	student_essays	human	0.8832821412900395	0.8325062034739454	0.8571428571428571	2418.0
4	binary_domain	readability	student_essays	llm	0.8416112631990614	0.8899917287014061	0.8651256281407035	2418.0
5	binary_domain	readability	student_essays	human	0.8792878853669127	0.8374689826302729	0.857869095530608	2418.0
5	binary_domain	readability	student_essays	llm	0.8448480063166206	0.8850289495450786	0.8644718238739648	2418.0
6	binary_domain	readability	student_essays	human	0.8912097476066144	0.8469809760132341	0.8685326547921968	2418.0
6	binary_domain	readability	student_essays	llm	0.8542159180457053	0.8966087675765095	0.8748991121872478	2418.0
7	binary_domain	readability	student_essays	human	0.8890356671070013	0.8349875930521092	0.8611644273832374	2418.0
7	binary_domain	readability	student_essays	llm	0.8444444444444444	0.8957816377171216	0.8693558097531607	2418.0
8	binary_domain	readability	student_essays	human	0.8892267593397046	0.8465674110835402	0.8673728813559322	2418.0
8	binary_domain	readability	student_essays	llm	0.8535911602209945	0.8945409429280397	0.8735864297253635	2418.0
9	binary_domain	readability	student_essays	human	0.8897742363877822	0.8312655086848635	0.8595253367543297	2418.0
9	binary_domain	readability	student_essays	llm	0.8416763678696159	0.8970223325062034	0.8684684684684685	2418.0
10	binary_domain	readability	student_essays	human	0.8939991239597022	0.8440860215053764	0.868325888108913	2418.0
10	binary_domain	readability	student_essays	llm	0.8523305914610263	0.8999172870140613	0.8754777710722189	2418.0
11	binary_domain	readability	student_essays	human	0.8913525498891353	0.8312655086848635	0.8602610742563663	2418.0
11	binary_domain	readability	student_essays	llm	0.8419217357613328	0.8986765922249793	0.869373874774955	2418.0
12	binary_domain	readability	student_essays	human	0.8923687692986325	0.836641852770885	0.863607257203842	2418.0
12	binary_domain	readability	student_essays	llm	0.8462436745815493	0.8990901571546733	0.8718668538199318	2418.0
13	binary_domain	readability	student_essays	human	0.8913138367525099	0.8444995864350703	0.8672754300276068	2418.0
13	binary_domain	readability	student_essays	llm	0.8522593320235756	0.8970223325062034	0.8740681039693734	2418.0
14	binary_domain	readability	student_essays	human	0.8928412627834593	0.8304383788254756	0.8605099635740304	2418.0
14	binary_domain	readability	student_essays	llm	0.8415152686509471	0.9003308519437552	0.8699300699300699	2418.0
15	binary_domain	readability	student_essays	human	0.8889384478144514	0.8242349048800661	0.8553648068669528	2418.0
15	binary_domain	readability	student_essays	llm	0.8361603700848111	0.8970223325062034	0.8655227454110136	2418.0
16	binary_domain	readability	student_essays	human	0.8794662074903142	0.8449131513647643	0.8618434929339802	2418.0
16	binary_domain	readability	student_essays	llm	0.8507759649820931	0.8842018196856907	0.8671669032650577	2418.0
17	binary_domain	readability	student_essays	human	0.8899003034243607	0.8490488006617039	0.868994708994709	2418.0
17	binary_domain	readability	student_essays	llm	0.8556741795175958	0.8949545078577337	0.874873660804528	2418.0
18	binary_domain	readability	student_essays	human	0.8940809968847352	0.8308519437551696	0.8613076098606646	2418.0
18	binary_domain	readability	student_essays	llm	0.8420239474700657	0.901571546732837	0.8707809067305772	2418.0
19	binary_domain	readability	student_essays	human	0.88504753673293	0.8469809760132341	0.8655959425190194	2418.0
19	binary_domain	readability	student_essays	llm	0.8532910388580491	0.8899917287014061	0.8712550607287449	2418.0
20	binary_domain	readability	student_essays	human	0.8759219088937094	0.8349875930521092	0.854965064577599	2418.0
20	binary_domain	readability	student_essays	llm	0.8423548004741209	0.8817204301075269	0.8615881996362902	2418.0
21	binary_domain	readability	student_essays	human	0.8917480035492458	0.8312655086848635	0.860445205479452	2418.0
21	binary_domain	readability	student_essays	llm	0.8419829589465531	0.8990901571546733	0.8696	2418.0
22	binary_domain	readability	student_essays	human	0.8912570682905611	0.847394540942928	0.8687725249099003	2418.0
22	binary_domain	readability	student_essays	llm	0.8545526212061489	0.8966087675765095	0.8750756811301715	2418.0
23	binary_domain	readability	student_essays	human	0.879913606911447	0.8424317617866005	0.8607648425945489	2418.0
23	binary_domain	readability	student_essays	llm	0.8488694962316541	0.8850289495450786	0.866572180603361	2418.0
24	binary_domain	readability	student_essays	human	0.8793473593817089	0.8469809760132341	0.8628607541605224	2418.0
24	binary_domain	readability	student_essays	llm	0.8524132429198245	0.8837882547559966	0.8678172588832487	2418.0
25	binary_domain	readability	student_essays	human	0.8801384681955863	0.8411910669975186	0.8602241488686826	2418.0
25	binary_domain	readability	student_essays	llm	0.8479207920792079	0.8854425144747725	0.8662755411693304	2418.0
26	binary_domain	readability	student_essays	human	0.9005821764442454	0.8316790736145575	0.8647602666093314	2418.0
26	binary_domain	readability	student_essays	llm	0.8436419515943142	0.9081885856079405	0.874726150169289	2418.0
