seed	experiment	feature_set	domain	class	precision	recall	f1	support
3	binary_all	all	all	human	0.9555555555555556	0.943758573388203	0.9496204278812974	5832.0
3	binary_all	all	all	llm	0.9444444444444444	0.9561042524005487	0.9502385821404227	5832.0
4	binary_all	all	all	human	0.9547196098920236	0.9399862825788752	0.9472956626922412	5832.0
4	binary_all	all	all	llm	0.9408983451536643	0.9554183813443072	0.9481027735239067	5832.0
5	binary_all	all	all	human	0.9555095706156234	0.9501028806584362	0.9527985555842146	5832.0
5	binary_all	all	all	llm	0.950383631713555	0.9557613168724279	0.9530648884329315	5832.0
6	binary_all	all	all	human	0.9567868966718941	0.9415294924554184	0.9490968801313628	5832.0
6	binary_all	all	all	llm	0.9424472573839663	0.9574759945130316	0.9499021859317853	5832.0
7	binary_all	all	all	human	0.9539770753733935	0.9418724279835391	0.9478861087144089	5832.0
7	binary_all	all	all	llm	0.9426007450050796	0.9545610425240055	0.9485431930482194	5832.0
8	binary_all	all	all	human	0.9587323698415462	0.9441015089163237	0.9513606911447084	5832.0
8	binary_all	all	all	llm	0.9449417328154028	0.9593621399176955	0.952097336850166	5832.0
9	binary_all	all	all	human	0.9534075104311543	0.9403292181069959	0.9468232044198895	5832.0
9	binary_all	all	all	llm	0.9411366711772666	0.9540466392318244	0.9475476839237057	5832.0
10	binary_all	all	all	human	0.9607945635128071	0.9454732510288066	0.9530723360124449	5832.0
10	binary_all	all	all	llm	0.9463291139240506	0.9614197530864198	0.9538147486603725	5832.0
11	binary_all	all	all	human	0.9566499046297902	0.9459876543209876	0.9512889042158806	5832.0
11	binary_all	all	all	llm	0.9465830083093099	0.9571330589849109	0.951828800409242	5832.0
12	binary_all	all	all	human	0.9549643540253869	0.9417009602194787	0.9482862816196149	5832.0
12	binary_all	all	all	llm	0.9424995772027736	0.9555898491083676	0.9489995742869306	5832.0
13	binary_all	all	all	human	0.960603956959389	0.9490740740740741	0.9548042090736588	5832.0
13	binary_all	all	all	llm	0.949678075228736	0.961076817558299	0.9553434463950912	5832.0
14	binary_all	all	all	human	0.9577685088633994	0.9449588477366255	0.9513205592957017	5832.0
14	binary_all	all	all	llm	0.9456852791878173	0.9583333333333334	0.9519672968829842	5832.0
15	binary_all	all	all	human	0.9577538247566064	0.9446159122085048	0.951139502762431	5832.0
15	binary_all	all	all	llm	0.9453653585926928	0.9583333333333334	0.9518051771117166	5832.0
16	binary_all	all	all	human	0.9560439560439561	0.9398148148148148	0.9478599221789883	5832.0
16	binary_all	all	all	llm	0.9408194233687405	0.9567901234567902	0.9487375669472073	5832.0
17	binary_all	all	all	human	0.9572694111516414	0.9449588477366255	0.9510742945896972	5832.0
17	binary_all	all	all	llm	0.9456576942610462	0.9578189300411523	0.9516994633273703	5832.0
18	binary_all	all	all	human	0.9587235518557059	0.9478737997256516	0.95326780479393	5832.0
18	binary_all	all	all	llm	0.9484571041030858	0.9591906721536351	0.9537936913895994	5832.0
19	binary_all	all	all	human	0.9594500522102332	0.9453017832647462	0.9523233719122474	5832.0
19	binary_all	all	all	llm	0.9460966542750929	0.9600480109739369	0.9530212765957446	5832.0
20	binary_all	all	all	human	0.9580932425353589	0.940843621399177	0.9493900856475473	5832.0
20	binary_all	all	all	llm	0.94188984335523	0.9588477366255144	0.950293143002804	5832.0
21	binary_all	all	all	human	0.957881859489689	0.9398148148148148	0.9487623333910334	5832.0
21	binary_all	all	all	llm	0.9409289801413665	0.9586762688614541	0.9497197214200781	5832.0
22	binary_all	all	all	human	0.9594405594405594	0.9410150891632373	0.9501385041551247	5832.0
22	binary_all	all	all	llm	0.9421265141318977	0.9602194787379973	0.9510869565217391	5832.0
23	binary_all	all	all	human	0.9579846582984658	0.9422153635116598	0.9500345781466113	5832.0
23	binary_all	all	all	llm	0.9431511470985156	0.9586762688614541	0.9508503401360544	5832.0
24	binary_all	all	all	human	0.958094244479221	0.9447873799725651	0.9513942847276181	5832.0
24	binary_all	all	all	llm	0.945543717233215	0.9586762688614541	0.9520647083865474	5832.0
25	binary_all	all	all	human	0.9578892189411148	0.9399862825788752	0.9488533102553007	5832.0
25	binary_all	all	all	llm	0.9410873590304663	0.9586762688614541	0.9498003907245391	5832.0
26	binary_all	all	all	human	0.959049106368211	0.9477023319615913	0.9533419577404053	5832.0
26	binary_all	all	all	llm	0.9483138451109981	0.9595336076817559	0.9538907355322594	5832.0
27	binary_all	all	all	human	0.9586086956521739	0.9451303155006858	0.9518217924365394	5832.0
27	binary_all	all	all	llm	0.9458911058505242	0.9591906721536351	0.95249446620126	5832.0
28	binary_all	all	all	human	0.958892179062881	0.9439300411522634	0.9513522854920937	5832.0
28	binary_all	all	all	llm	0.9447914907985818	0.9595336076817559	0.9521054870267971	5832.0
29	binary_all	all	all	human	0.9584415584415584	0.9490740740740741	0.9537348151977255	5832.0
29	binary_all	all	all	llm	0.9495669893020886	0.9588477366255144	0.9541847965190683	5832.0
30	binary_all	all	all	human	0.959951031829311	0.9411865569272977	0.9504761904761905	5832.0
30	binary_all	all	all	llm	0.9423141607803566	0.9607338820301783	0.9514348785871964	5832.0
31	binary_all	all	all	human	0.9518716577540107	0.946159122085048	0.949006793361424	5832.0
31	binary_all	all	all	llm	0.9464803136185445	0.9521604938271605	0.9493119070005983	5832.0
32	binary_all	all	all	human	0.956567242281528	0.9403292181069959	0.948378728923476	5832.0
32	binary_all	all	all	llm	0.9413252402630248	0.9573045267489712	0.9492476409079317	5832.0
33	binary_all	all	all	human	0.9588520055325035	0.950960219478738	0.9548898071625345	5832.0
33	binary_all	all	all	llm	0.9513605442176871	0.9591906721536351	0.95525956284153	5832.0
34	binary_all	all	all	human	0.9572990800208298	0.9456447187928669	0.9514362115069438	5832.0
34	binary_all	all	all	llm	0.9462984922920549	0.9578189300411523	0.952023860247124	5832.0
35	binary_all	all	all	human	0.95822454308094	0.9439300411522634	0.9510235812386628	5832.0
35	binary_all	all	all	llm	0.9447541814495691	0.9588477366255144	0.9517487873372479	5832.0
36	binary_all	all	all	human	0.9585293605157693	0.9432441700960219	0.9508253392100942	5832.0
36	binary_all	all	all	llm	0.9441350210970464	0.9591906721536351	0.9516033001616059	5832.0
37	binary_all	all	all	human	0.9554084654241422	0.9405006858710563	0.9478959647455284	5832.0
37	binary_all	all	all	llm	0.9414148235691373	0.9561042524005487	0.9487026797107614	5832.0
38	binary_all	all	all	human	0.9569444444444445	0.9451303155006858	0.9510006901311249	5832.0
38	binary_all	all	all	llm	0.94579945799458	0.9574759945130316	0.9516019086571234	5832.0
39	binary_all	all	all	human	0.9561815336463224	0.9429012345679012	0.9494949494949495	5832.0
39	binary_all	all	all	llm	0.943683409436834	0.9567901234567902	0.9501915708812261	5832.0
40	binary_all	all	all	human	0.9579480020938754	0.941358024691358	0.9495805586785436	5832.0
40	binary_all	all	all	llm	0.9423563121523681	0.9586762688614541	0.9504462388440289	5832.0
41	binary_all	all	all	human	0.9568770648582855	0.9435871056241426	0.9501856168522835	5832.0
41	binary_all	all	all	llm	0.9443598849991544	0.9574759945130316	0.950872711792252	5832.0
42	binary_all	all	all	human	0.9598883850715033	0.943758573388203	0.9517551443887255	5832.0
42	binary_all	all	all	llm	0.9446880269814503	0.960562414266118	0.9525590885903757	5832.0
43	binary_all	all	all	human	0.9607774470320434	0.940843621399177	0.9507060556181235	5832.0
43	binary_all	all	all	llm	0.9420460272131699	0.9615912208504801	0.9517182859567247	5832.0
44	binary_all	all	all	human	0.9501902455897613	0.9420438957475995	0.9460995350439125	5832.0
44	binary_all	all	all	llm	0.9425365521931316	0.9506172839506173	0.9465596721871266	5832.0
45	binary_all	all	all	human	0.952686308492201	0.9425582990397805	0.9475952421996208	5832.0
45	binary_all	all	all	llm	0.9431625381744146	0.9531893004115226	0.9481494115640458	5832.0
46	binary_all	all	all	human	0.9523066250433576	0.9415294924554184	0.9468873943783411	5832.0
46	binary_all	all	all	llm	0.9421837911156324	0.9528463648834019	0.9474850809889173	5832.0
47	binary_all	all	all	human	0.959037824647028	0.9434156378600823	0.9511625896793154	5832.0
47	binary_all	all	all	llm	0.9443225915302851	0.9597050754458162	0.9519516965728378	5832.0
48	binary_all	all	all	human	0.9564913506901974	0.9386145404663924	0.9474686282994375	5832.0
48	binary_all	all	all	llm	0.9397407843797341	0.9573045267489712	0.9484413488490614	5832.0
49	binary_all	all	all	human	0.9587412587412587	0.9403292181069959	0.9494459833795014	5832.0
49	binary_all	all	all	llm	0.9414535666218035	0.9595336076817559	0.9504076086956522	5832.0
50	binary_all	all	all	human	0.9582897033158814	0.9415294924554184	0.9498356685694517	5832.0
50	binary_all	all	all	llm	0.9425345466801482	0.9590192043895748	0.9507054224035356	5832.0
51	binary_all	all	all	human	0.9564004185559819	0.9403292181069959	0.9482967318001038	5832.0
51	binary_all	all	all	llm	0.9413153456998313	0.9571330589849109	0.9491583064104744	5832.0
52	binary_all	all	all	human	0.9539951573849879	0.9458161865569273	0.949888066127088	5832.0
52	binary_all	all	all	llm	0.9462767766065964	0.9543895747599451	0.9503158613624723	5832.0
53	binary_all	all	all	human	0.9572694111516414	0.9449588477366255	0.9510742945896972	5832.0
53	binary_all	all	all	llm	0.9456576942610462	0.9578189300411523	0.9516994633273703	5832.0
54	binary_all	all	all	human	0.9590163934426229	0.9429012345679012	0.9508905412415701	5832.0
54	binary_all	all	all	llm	0.9438448566610456	0.9597050754458162	0.9517088930454004	5832.0
55	binary_all	all	all	human	0.9588152821591307	0.9381001371742113	0.9483446004506847	5832.0
55	binary_all	all	all	llm	0.9394091977173549	0.9597050754458162	0.9494486853265479	5832.0
56	binary_all	all	all	human	0.9567633269664872	0.9447873799725651	0.9507376412734018	5832.0
56	binary_all	all	all	llm	0.9454699407281965	0.9573045267489712	0.95135043026327	5832.0
57	binary_all	all	all	human	0.9541825754946199	0.9427297668038409	0.9484215973779541	5832.0
57	binary_all	all	all	llm	0.9434090138935954	0.9547325102880658	0.949036986534856	5832.0
58	binary_all	all	all	human	0.9549237170596394	0.9444444444444444	0.9496551724137932	5832.0
58	binary_all	all	all	llm	0.9450474898236092	0.9554183813443072	0.9502046384720327	5832.0
59	binary_all	all	all	human	0.9595729786489324	0.9401577503429356	0.9497661527801836	5832.0
59	binary_all	all	all	llm	0.9413445378151261	0.9603909465020576	0.9507723646240027	5832.0
60	binary_all	all	all	human	0.9534602076124568	0.9449588477366255	0.9491904925938685	5832.0
60	binary_all	all	all	llm	0.9454452753229096	0.953875171467764	0.9496415158757255	5832.0
61	binary_all	all	all	human	0.9580139372822299	0.9429012345679012	0.9503975112340132	5832.0
61	binary_all	all	all	llm	0.9437879810938555	0.9586762688614541	0.9511738686628105	5832.0
62	binary_all	all	all	human	0.9529004329004329	0.9435871056241426	0.9482209011803222	5832.0
62	binary_all	all	all	llm	0.9441331295635932	0.953360768175583	0.948724511560447	5832.0
63	binary_all	all	all	human	0.9605539971949509	0.9394718792866941	0.9498959778085991	5832.0
63	binary_all	all	all	llm	0.940771812080537	0.9614197530864198	0.9509837177747625	5832.0
64	binary_all	all	all	human	0.959205204853174	0.9353566529492455	0.9471308273287612	5832.0
64	binary_all	all	all	llm	0.9369248787016898	0.9602194787379973	0.948429164196799	5832.0
65	binary_all	all	all	human	0.9523068947641264	0.9449588477366255	0.9486186418796798	5832.0
65	binary_all	all	all	llm	0.9453802960694232	0.9526748971193416	0.9490135792979759	5832.0
66	binary_all	all	all	human	0.959733893557423	0.9399862825788752	0.9497574497574498	5832.0
66	binary_all	all	all	llm	0.9411962365591398	0.960562414266118	0.9507807196198235	5832.0
67	binary_all	all	all	human	0.958507670850767	0.9427297668038409	0.9505532503457814	5832.0
67	binary_all	all	all	llm	0.9436572199730094	0.9591906721536351	0.9513605442176871	5832.0
68	binary_all	all	all	human	0.9602024786175598	0.9432441700960219	0.9516477813337947	5832.0
68	binary_all	all	all	llm	0.944229149115417	0.9609053497942387	0.9524942636185944	5832.0
69	binary_all	all	all	human	0.9587395543175488	0.9442729766803841	0.9514512785072564	5832.0
69	binary_all	all	all	llm	0.9451013513513513	0.9593621399176955	0.9521783526208305	5832.0
70	binary_all	all	all	human	0.9558260869565217	0.9423868312757202	0.9490588844759109	5832.0
70	binary_all	all	all	llm	0.9431856611430504	0.9564471879286695	0.949770134513877	5832.0
71	binary_all	all	all	human	0.9561967669042238	0.9432441700960219	0.9496763055675442	5832.0
71	binary_all	all	all	llm	0.9440027068177973	0.9567901234567902	0.9503534020267393	5832.0
72	binary_all	all	all	human	0.9571552471812662	0.946159122085048	0.9516254203673363	5832.0
72	binary_all	all	all	llm	0.9467706390913714	0.9576474622770919	0.9521779899411815	5832.0
73	binary_all	all	all	human	0.9595977111149645	0.9489026063100137	0.9542201913958099	5832.0
73	binary_all	all	all	llm	0.949465830083093	0.9600480109739369	0.9547275982607213	5832.0
74	binary_all	all	all	human	0.9555284269271015	0.9394718792866941	0.9474321286529483	5832.0
74	binary_all	all	all	llm	0.9404721753794266	0.956275720164609	0.948308110865499	5832.0
75	binary_all	all	all	human	0.9541141969984475	0.9483882030178327	0.9512425831971795	5832.0
75	binary_all	all	all	llm	0.9486960968126811	0.9543895747599451	0.9515343191725788	5832.0
76	binary_all	all	all	human	0.9560687619378364	0.9441015089163237	0.9500474506082305	5832.0
76	binary_all	all	all	llm	0.9447925486875529	0.9566186556927297	0.9506688250830706	5832.0
77	binary_all	all	all	human	0.9532710280373832	0.9444444444444444	0.9488372093023256	5832.0
77	binary_all	all	all	llm	0.944954128440367	0.9537037037037037	0.9493087557603687	5832.0
78	binary_all	all	all	human	0.952223766504517	0.9398148148148148	0.9459785985502244	5832.0
78	binary_all	all	all	llm	0.9405890318212593	0.9528463648834019	0.9466780238500851	5832.0
79	binary_all	all	all	human	0.9569220079902727	0.9446159122085048	0.950729139701441	5832.0
79	binary_all	all	all	llm	0.9453191129168783	0.9574759945130316	0.9513587188005793	5832.0
80	binary_all	all	all	human	0.9574357192494788	0.9449588477366255	0.9511563686572316	5832.0
80	binary_all	all	all	llm	0.9456668923493569	0.9579903978052127	0.9517887563884156	5832.0
81	binary_all	all	all	human	0.9556940117687781	0.9468449931412894	0.9512489233419466	5832.0
81	binary_all	all	all	llm	0.9473326537546721	0.9561042524005487	0.9516982420208226	5832.0
82	binary_all	all	all	human	0.9576747453459782	0.9350137174211248	0.9462085719243449	5832.0
82	binary_all	all	all	llm	0.9365159128978224	0.9586762688614541	0.9474665310964243	5832.0
83	binary_all	all	all	human	0.9573764787752261	0.9435871056241426	0.9504317789291883	5832.0
83	binary_all	all	all	llm	0.9443881000676132	0.9579903978052127	0.9511406196799456	5832.0
84	binary_all	all	all	human	0.9563705892577785	0.9434156378600823	0.9498489425981873	5832.0
84	binary_all	all	all	llm	0.9441718829301302	0.9569615912208504	0.9505237162564932	5832.0
85	binary_all	all	all	human	0.9574877536738978	0.938443072702332	0.9478697609975754	5832.0
85	binary_all	all	all	llm	0.9396435776731674	0.9583333333333334	0.9488964346349745	5832.0
86	binary_all	all	all	human	0.9580723729993041	0.9442729766803841	0.9511226252158894	5832.0
86	binary_all	all	all	llm	0.9450642325895876	0.9586762688614541	0.9518215866530473	5832.0
87	binary_all	all	all	human	0.9603631918980269	0.9430727023319616	0.951639415174323	5832.0
87	binary_all	all	all	llm	0.9440795014316995	0.961076817558299	0.9525023366471238	5832.0
88	binary_all	all	all	human	0.9568169946021243	0.9422153635116598	0.9494600431965443	5832.0
88	binary_all	all	all	llm	0.9430839385238979	0.9574759945130316	0.9502254743469752	5832.0
89	binary_all	all	all	human	0.9602925809822361	0.9454732510288066	0.9528252980819077	5832.0
89	binary_all	all	all	llm	0.9463019250253293	0.9609053497942387	0.9535477284328739	5832.0
90	binary_all	all	all	human	0.9580285614768373	0.9432441700960219	0.9505788837048557	5832.0
90	binary_all	all	all	llm	0.9441067207024654	0.9586762688614541	0.951335715501106	5832.0
91	binary_all	all	all	human	0.9531060737151756	0.9444444444444444	0.9487554904831625	5832.0
91	binary_all	all	all	llm	0.9449447748513169	0.9535322359396433	0.9492190833831186	5832.0
92	binary_all	all	all	human	0.9572990800208298	0.9456447187928669	0.9514362115069438	5832.0
92	binary_all	all	all	llm	0.9462984922920549	0.9578189300411523	0.952023860247124	5832.0
93	binary_all	all	all	human	0.960439177413733	0.9449588477366255	0.9526361279170268	5832.0
93	binary_all	all	all	llm	0.9458319271009112	0.961076817558299	0.9533934342575268	5832.0
94	binary_all	all	all	human	0.958858543417367	0.9391289437585734	0.9488911988911989	5832.0
94	binary_all	all	all	llm	0.9403561827956989	0.9597050754458162	0.9499321113374066	5832.0
95	binary_all	all	all	human	0.9566348655680833	0.9456447187928669	0.9511080451840993	5832.0
95	binary_all	all	all	llm	0.9462620783183591	0.9571330589849109	0.9516665245929589	5832.0
96	binary_all	all	all	human	0.9579075004330504	0.9482167352537723	0.953037483843171	5832.0
96	binary_all	all	all	llm	0.9487353590222373	0.9583333333333334	0.9535101936364412	5832.0
97	binary_all	all	all	human	0.9633286318758815	0.9368998628257887	0.9499304589707928	5832.0
97	binary_all	all	all	llm	0.9385847797062751	0.9643347050754458	0.9512855209742895	5832.0
98	binary_all	all	all	human	0.9574541681079212	0.9492455418381345	0.9533321852936112	5832.0
98	binary_all	all	all	llm	0.9496769806188371	0.9578189300411523	0.9537305787946048	5832.0
99	binary_all	all	all	human	0.956424001383365	0.9483882030178327	0.9523891519586741	5832.0
99	binary_all	all	all	llm	0.9488182281924843	0.9567901234567902	0.9527875010671903	5832.0
0	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9505494505494505	0.9202127659574468	0.9351351351351351	188.0
0	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9179487179487179	0.9521276595744681	0.9347258485639687	188.0
0	multiclass_domain	syntax	arxiv_papers	human	1.0	0.9946808510638298	0.9973333333333333	188.0
1	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9619565217391305	0.9414893617021277	0.9516129032258065	188.0
1	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9526315789473684	0.9627659574468085	0.9576719576719577	188.0
1	multiclass_domain	syntax	arxiv_papers	human	0.9894736842105263	1.0	0.9947089947089947	188.0
2	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9782608695652174	0.9574468085106383	0.967741935483871	188.0
2	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9682539682539683	0.973404255319149	0.9708222811671088	188.0
2	multiclass_domain	syntax	arxiv_papers	human	0.9842931937172775	1.0	0.9920844327176781	188.0
3	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9779005524861878	0.9414893617021277	0.959349593495935	188.0
3	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9476439790575916	0.9627659574468085	0.9551451187335093	188.0
3	multiclass_domain	syntax	arxiv_papers	human	0.9791666666666666	1.0	0.9894736842105263	188.0
4	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9513513513513514	0.9361702127659575	0.9436997319034852	188.0
4	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9424083769633508	0.9574468085106383	0.9498680738786279	188.0
4	multiclass_domain	syntax	arxiv_papers	human	0.9946808510638298	0.9946808510638298	0.9946808510638298	188.0
5	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9365079365079365	0.9414893617021277	0.9389920424403183	188.0
5	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.946236559139785	0.9361702127659575	0.9411764705882353	188.0
5	multiclass_domain	syntax	arxiv_papers	human	0.9947089947089947	1.0	0.9973474801061007	188.0
6	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.946524064171123	0.9414893617021277	0.944	188.0
6	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9365079365079365	0.9414893617021277	0.9389920424403183	188.0
6	multiclass_domain	syntax	arxiv_papers	human	0.9893617021276596	0.9893617021276596	0.9893617021276596	188.0
7	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9468085106382979	0.9468085106382979	0.9468085106382979	188.0
7	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9565217391304348	0.9361702127659575	0.946236559139785	188.0
7	multiclass_domain	syntax	arxiv_papers	human	0.9739583333333334	0.9946808510638298	0.9842105263157894	188.0
8	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9668508287292817	0.9308510638297872	0.948509485094851	188.0
8	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.93717277486911	0.9521276595744681	0.9445910290237467	188.0
8	multiclass_domain	syntax	arxiv_papers	human	0.9791666666666666	1.0	0.9894736842105263	188.0
9	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9834254143646409	0.9468085106382979	0.964769647696477	188.0
9	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9583333333333334	0.9787234042553191	0.968421052631579	188.0
9	multiclass_domain	syntax	arxiv_papers	human	0.9842931937172775	1.0	0.9920844327176781	188.0
10	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9619565217391305	0.9414893617021277	0.9516129032258065	188.0
10	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9518716577540107	0.9468085106382979	0.9493333333333334	188.0
10	multiclass_domain	syntax	arxiv_papers	human	0.9740932642487047	1.0	0.9868766404199475	188.0
11	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9558011049723757	0.9202127659574468	0.9376693766937669	188.0
11	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9322916666666666	0.9521276595744681	0.9421052631578948	188.0
11	multiclass_domain	syntax	arxiv_papers	human	0.9842931937172775	1.0	0.9920844327176781	188.0
12	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9476439790575916	0.9627659574468085	0.9551451187335093	188.0
12	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.967032967032967	0.9361702127659575	0.9513513513513514	188.0
12	multiclass_domain	syntax	arxiv_papers	human	0.9842931937172775	1.0	0.9920844327176781	188.0
13	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9505494505494505	0.9202127659574468	0.9351351351351351	188.0
13	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9226804123711341	0.9521276595744681	0.93717277486911	188.0
13	multiclass_domain	syntax	arxiv_papers	human	0.9946808510638298	0.9946808510638298	0.9946808510638298	188.0
14	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9565217391304348	0.9361702127659575	0.946236559139785	188.0
14	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9424083769633508	0.9574468085106383	0.9498680738786279	188.0
14	multiclass_domain	syntax	arxiv_papers	human	0.9894179894179894	0.9946808510638298	0.9920424403183024	188.0
15	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.967032967032967	0.9361702127659575	0.9513513513513514	188.0
15	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9378238341968912	0.9627659574468085	0.9501312335958005	188.0
15	multiclass_domain	syntax	arxiv_papers	human	0.9841269841269841	0.9893617021276596	0.986737400530504	188.0
16	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9479166666666666	0.9680851063829787	0.9578947368421052	188.0
16	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9672131147540983	0.9414893617021277	0.954177897574124	188.0
16	multiclass_domain	syntax	arxiv_papers	human	0.9841269841269841	0.9893617021276596	0.986737400530504	188.0
17	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9468085106382979	0.9468085106382979	0.9468085106382979	188.0
17	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9468085106382979	0.9468085106382979	0.9468085106382979	188.0
17	multiclass_domain	syntax	arxiv_papers	human	0.9893617021276596	0.9893617021276596	0.9893617021276596	188.0
18	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9214659685863874	0.9361702127659575	0.9287598944591029	188.0
18	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.93048128342246	0.925531914893617	0.928	188.0
18	multiclass_domain	syntax	arxiv_papers	human	0.9946236559139785	0.9840425531914894	0.9893048128342246	188.0
19	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.93717277486911	0.9521276595744681	0.9445910290237467	188.0
19	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9508196721311475	0.925531914893617	0.9380053908355795	188.0
19	multiclass_domain	syntax	arxiv_papers	human	0.9842105263157894	0.9946808510638298	0.9894179894179894	188.0
20	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9545454545454546	0.8936170212765957	0.9230769230769231	188.0
20	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9035532994923858	0.9468085106382979	0.9246753246753247	188.0
20	multiclass_domain	syntax	arxiv_papers	human	0.9790575916230366	0.9946808510638298	0.9868073878627969	188.0
21	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9672131147540983	0.9414893617021277	0.954177897574124	188.0
21	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9384615384615385	0.973404255319149	0.9556135770234987	188.0
21	multiclass_domain	syntax	arxiv_papers	human	1.0	0.9893617021276596	0.9946524064171123	188.0
22	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9617486338797814	0.9361702127659575	0.9487870619946092	188.0
22	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9378238341968912	0.9627659574468085	0.9501312335958005	188.0
22	multiclass_domain	syntax	arxiv_papers	human	0.9946808510638298	0.9946808510638298	0.9946808510638298	188.0
23	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9297297297297298	0.9148936170212766	0.9222520107238605	188.0
23	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9210526315789473	0.9308510638297872	0.9259259259259259	188.0
23	multiclass_domain	syntax	arxiv_papers	human	0.9841269841269841	0.9893617021276596	0.986737400530504	188.0
24	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9523809523809523	0.9574468085106383	0.9549071618037135	188.0
24	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9516129032258065	0.9414893617021277	0.946524064171123	188.0
24	multiclass_domain	syntax	arxiv_papers	human	0.9894179894179894	0.9946808510638298	0.9920424403183024	188.0
25	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9581151832460733	0.973404255319149	0.9656992084432717	188.0
25	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9728260869565217	0.9521276595744681	0.9623655913978495	188.0
25	multiclass_domain	syntax	arxiv_papers	human	0.9947089947089947	1.0	0.9973474801061007	188.0
26	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9468085106382979	0.9468085106382979	0.9468085106382979	188.0
26	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9411764705882353	0.9361702127659575	0.9386666666666666	188.0
26	multiclass_domain	syntax	arxiv_papers	human	0.9894179894179894	0.9946808510638298	0.9920424403183024	188.0
27	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.917098445595855	0.9414893617021277	0.9291338582677166	188.0
27	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9347826086956522	0.9148936170212766	0.9247311827956989	188.0
27	multiclass_domain	syntax	arxiv_papers	human	0.9946524064171123	0.9893617021276596	0.992	188.0
28	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.9398907103825137	0.9148936170212766	0.9272237196765498	188.0
28	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9358288770053476	0.9308510638297872	0.9333333333333333	188.0
28	multiclass_domain	syntax	arxiv_papers	human	0.9587628865979382	0.9893617021276596	0.9738219895287958	188.0
29	multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.946236559139785	0.9361702127659575	0.9411764705882353	188.0
29	multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9414893617021277	0.9414893617021277	0.9414893617021277	188.0
