accuracy	precision_macro	recall_macro	f1_macro	f1_weighted	roc_auc	seed	experiment	feature_set	domain
0.9521276595744681	0.9563106796116505	0.9521276595744681	0.9520176956016221	0.9520176956016221	0.9778321638750566	23	binary_domain	reading_time	arxiv_papers
0.9601063829787234	0.9630541871921182	0.9601063829787234	0.9600427910535525	0.9600427910535526	0.9857543005885016	24	binary_domain	reading_time	arxiv_papers
0.9707446808510638	0.9723618090452262	0.9707446808510638	0.9707196205444055	0.9707196205444055	0.9909178361249434	25	binary_domain	reading_time	arxiv_papers
0.9468085106382979	0.9500683994528043	0.946808510638298	0.9467120181405896	0.9467120181405896	0.9716076278859213	26	binary_domain	reading_time	arxiv_papers
0.973404255319149	0.9742630385487528	0.9734042553191489	0.9733922101449275	0.9733922101449275	0.9935208239022182	27	binary_domain	reading_time	arxiv_papers
0.9654255319148937	0.9676616915422885	0.9654255319148937	0.9653841523437223	0.9653841523437223	0.9880036215482119	28	binary_domain	reading_time	arxiv_papers
0.9707446808510638	0.9723618090452262	0.9707446808510638	0.9707196205444055	0.9707196205444055	0.9854572204617474	29	binary_domain	reading_time	arxiv_papers
0.9521276595744681	0.9563106796116505	0.9521276595744681	0.9520176956016221	0.9520176956016221	0.9866738343141692	30	binary_domain	reading_time	arxiv_papers
0.9574468085106383	0.9599977239103221	0.9574468085106382	0.9573877319733674	0.9573877319733672	0.9796570846536894	31	binary_domain	reading_time	arxiv_papers
0.949468085106383	0.9541062801932367	0.949468085106383	0.9493387228309045	0.9493387228309046	0.9881733816206428	32	binary_domain	reading_time	arxiv_papers
0.9414893617021277	0.9476190476190476	0.9414893617021276	0.9412883627175426	0.9412883627175427	0.9910451561792667	33	binary_domain	reading_time	arxiv_papers
0.9707446808510638	0.9718259932507161	0.9707446808510638	0.9707279096924873	0.9707279096924875	0.9877631281122681	34	binary_domain	reading_time	arxiv_papers
0.9601063829787234	0.9630541871921182	0.9601063829787234	0.9600427910535525	0.9600427910535526	0.9744511090991399	35	binary_domain	reading_time	arxiv_papers
