experiment	feature_set	domain	class	precision_mean	precision_std	recall_mean	recall_std	f1_mean	f1_std
multiclass_domain	reading_time	arxiv_papers	human	0.9937631153387092	0.006583210058323717	0.9395212765957447	0.017251011829158797	0.9657799244134831	0.009152131199438735
multiclass_domain	reading_time	blog_authorship_corpus	gemma2_9b	0.12191963591963592	0.1760293666784403	0.0038519892619069164	0.005787104958206197	0.007442454255783985	0.011159014848448933
multiclass_domain	reading_time	blog_authorship_corpus	gpt-4o-mini	0.36241486409765117	0.011603649888101078	0.7198065031822157	0.027440848075390017	0.48202429593476376	0.015358089773333562
multiclass_domain	reading_time	blog_authorship_corpus	human	0.3590954091735732	0.02372186626392158	0.3588949717974241	0.030477150494448397	0.3587426633001658	0.02557588828650882
multiclass_domain	reading_time	cnn_news	gemma2_9b	0.46253281939792856	0.008105124910827198	0.7786738212764313	0.01604590359072388	0.5802957658624321	0.009543049835085773
multiclass_domain	reading_time	cnn_news	gpt-4o-mini	0.28947106746932094	0.11499978803307039	0.006638210832375414	0.003437443430117702	0.012945846080340759	0.006645103313515262
multiclass_domain	reading_time	cnn_news	human	0.4059922394313841	0.011657940850102126	0.5252185746162689	0.019629897845704864	0.45790119121758743	0.013862939849307162
multiclass_domain	reading_time	euro_court_cases	gemma2_9b	0.5011406667670015	0.015150176157992567	0.8091743119266055	0.02337181665621831	0.6188002435957254	0.015600012493571461
multiclass_domain	reading_time	euro_court_cases	gpt-4o-mini	0.3570836170546965	0.05960936548159026	0.08600917431192662	0.016729292424779163	0.1382668711002267	0.025159284833451204
multiclass_domain	reading_time	euro_court_cases	human	0.4666111445145773	0.02261676309178987	0.5331651376146789	0.03333993221646527	0.4973947732589384	0.024877104672392073
multiclass_domain	reading_time	house_of_commons	gemma2_9b	0.40521239153915545	0.01204193565842434	0.64625	0.025745111949628103	0.4980029388367545	0.01535884668646855
multiclass_domain	reading_time	house_of_commons	gpt-4o-mini	0.26769475186558256	0.027222419362028343	0.13892857142857143	0.01717721091500246	0.1827090616891445	0.020429941070623424
multiclass_domain	reading_time	house_of_commons	human	0.47127381653827927	0.024834514306603158	0.4173809523809524	0.025609566221245484	0.44247023019445403	0.023390483512429294
multiclass_domain	reading_time	student_essays	gemma2_9b	0.3462796035420268	0.007262971737775608	0.585458768873403	0.01496837082422179	0.43514199076166327	0.009269110805688794
multiclass_domain	reading_time	student_essays	gpt-4o-mini	0.042139908675685026	0.10747510671109016	0.03542392566782811	0.1178591436849874	0.031505100305719506	0.10274304871192956
multiclass_domain	reading_time	student_essays	human	0.3330647736625463	0.07140556954599661	0.41659698025551684	0.12202685949710368	0.3621411552654766	0.10351858333908015
multiclass_domain	structure	arxiv_papers	gemma2_9b	0.5050769855250651	0.06573196368508076	0.13882978723404255	0.03630129469589122	0.21537053251286978	0.04551223901291704
multiclass_domain	structure	arxiv_papers	gpt-4o-mini	0.48734721852385154	0.02241009918795146	0.7779255319148937	0.05575888128074961	0.5988954537262214	0.0310876812796836
multiclass_domain	structure	arxiv_papers	human	0.7495011633895617	0.02202550647654309	0.8443617021276596	0.02751599394973948	0.7937812196643081	0.018470245233847382
multiclass_domain	structure	blog_authorship_corpus	gemma2_9b	0.389638528623049	0.011889014063214319	0.6737026815069527	0.030088789291438926	0.4935336249923347	0.014990471401625096
multiclass_domain	structure	blog_authorship_corpus	gpt-4o-mini	0.3550625698459532	0.09859603779127112	0.04036256145748499	0.023062061113097675	0.07072524432363099	0.035373212049858396
multiclass_domain	structure	blog_authorship_corpus	human	0.4073697106259006	0.019813806373908227	0.4706506198534069	0.031986470926815405	0.43629816784589126	0.02150726852772871
