experiment	feature_set	domain	accuracy_mean	accuracy_std	precision_macro_mean	precision_macro_std	recall_macro_mean	recall_macro_std	f1_macro_mean	f1_macro_std	f1_weighted_mean	f1_weighted_std	roc_auc_mean	roc_auc_std
binary_domain	all	house_of_commons	0.9852209492635025	0.0034086096520632506	0.9852429720261985	0.003401735429025375	0.9852209492635025	0.0034086096520632397	0.9852207687101334	0.0034087067783790865	0.9852207687101334	0.0034087067783790774	0.9940489551886982	0.0024921033495068157
binary_domain	all	student_essays	0.9949586435070306	0.0009307090568859209	0.9949608167381385	0.0009303125672929288	0.9949586435070306	0.0009307090568859084	0.9949586377826485	0.0009307111873060309	0.9949586377826485	0.0009307111873060189	0.9995094928373564	0.00028960866749257544
binary_domain	information_theoretic	arxiv_papers	0.9943617021276596	0.003551736331930275	0.9943943156138534	0.003535059547687143	0.9943617021276596	0.003551736331930278	0.9943615783383197	0.003551852883368536	0.9943615783383197	0.0035518528833685067	0.9993056813037573	0.0011515473384755507
binary_domain	information_theoretic	blog_authorship_corpus	0.5361384335154827	0.009705037486937419	0.541146058896192	0.010894102756880322	0.5361384335154827	0.009705037486937419	0.521441281219401	0.010741063119059603	0.521441281219401	0.010741063119059606	0.5474662907555051	0.012637897268054846
binary_domain	information_theoretic	cnn_news	0.7786019507663725	0.008439305424790954	0.7787386154423457	0.0083915286913641	0.7786031909165277	0.008439227793977632	0.77857457743518	0.008451630668822317	0.7785743392458292	0.008451661008945838	0.8517511899707642	0.007853450326620989
binary_domain	information_theoretic	euro_court_cases	0.726280193236715	0.014567302854865133	0.728400948475634	0.014708531421159266	0.726280193236715	0.014567302854865119	0.7256426559077573	0.014637344995567592	0.7256426559077573	0.01463734499556759	0.7953392144507457	0.015642133120798644
binary_domain	information_theoretic	house_of_commons	0.772037643207856	0.010189299022408897	0.7725106874899618	0.010104082012007779	0.772037643207856	0.010189299022408895	0.7719368342157559	0.01021906689903252	0.7719368342157559	0.010219066899032517	0.8287642806056986	0.010010308441794277
binary_domain	information_theoretic	student_essays	0.8588502894954507	0.0047526808408262676	0.860088037409531	0.004706566555689782	0.8588502894954507	0.004752680840826262	0.8587285470355804	0.004765773913072283	0.8587285470355804	0.004765773913072277	0.9250121828907949	0.003441908913713367
binary_domain	readability	arxiv_papers	0.9686170212765957	0.008953461824789077	0.9687929754405057	0.008900844136473643	0.9686170212765957	0.008953461824789073	0.9686137835851124	0.008955138475696867	0.9686137835851124	0.008955138475696877	0.9936586124943413	0.0034568482202307345
binary_domain	readability	blog_authorship_corpus	0.6348724954462659	0.009335604692284756	0.6351406683251382	0.009307405108489413	0.6348724954462659	0.00933560469228476	0.6346883171592692	0.009376461938125807	0.6346883171592692	0.009376461938125821	0.6916859557532987	0.010598685827362713
binary_domain	readability	cnn_news	0.8212029725963771	0.007740678954520351	0.8218833097365953	0.007756935886893945	0.8212042866561045	0.007742297436900623	0.8211087474215044	0.00774724874524742	0.8211085562514289	0.007746955007038797	0.9001422614794642	0.006473440348113375
